Date / Time,City,State,Shape,Duration,Summary,Posted
8/12/21 21:30,Jacksonville,FL,Light,15 minutes,I have 3 dogs and I walk them 1 at a time.At 10:00p.m. in the eastern sky I saw a bright light like a planet was closer to earth. I pai,8/16/21
8/12/21 20:49,Quarry,IA,Other,10 seconds,Approximately 20:49 a bright green square with rounded corners and 2 white lights in center object flew in a 45° angle downward from sk,8/16/21
8/12/21 20:06,Brandon,FL,Light,3 minutes,8/12/21; just turning dark.Sunday nite I went to the store. I came back from hwy60 driving south on my road. When I got past our ne,
8/12/21 10:32,Howell,NJ,Triangle,3 minutes,At 10:32 I walked outside to let the dog out  The sky lit up first with a shooting star . Afterwords my dog looked up as well at a tria,8/16/21
8/12/21 05:09,Evansville,IN,,,MADAR Node 153,
8/12/21 04:30,Austin,MN,Light,30 mins,At first I didn’t think anything of it until I started to notice there were no other flashing lights on the object and it did not appea,8/16/21
8/12/21 00:30,Princeton,KY,Unknown,5 minutes,Unknown object emitted yellowish-white light at regular intervals along west-east route in sky.,8/16/21
8/11/21 23:30,Corbett,OR,Fireball,1 minute or so,High altitude orange light,8/16/21
8/11/21 22:10,Oak Harbor,WA,Light,45 seconds,Lights possibly in orbit entering the atmosphere,8/16/21
8/11/21 22:00,Vestal,NY,Light,Approx 6 seconds,"Bright light traveling overhead, flashed and lit up brighter for several seconds before fading and disappearing completely",8/16/21
8/11/21 22:00,Folsom,CA,Oval,3-4 minutes,Colorful disk appears in Northern California.,9/7/21
8/11/21 20:00,Nashua,NH,Light,3 hours,"Many small white orbs moving in weird directions around sky, one orb glew into bright white light then dimmed back down before dissapea",8/16/21
8/11/21 13:07,Nanuet,NY,,,MADAR Node 180,
8/11/21 00:01,Star Valley,AZ,,,MADAR Node 53,
8/10/21 22:50,Palm Beach Gardens,FL,Teardrop,At least 2 hours,Object stopped overhead without moving for over 2 hours.,8/16/21
8/10/21 22:30,North Myrtle Beach,SC,Other,5-10 minutes,"Two bird like objects, a large triangular object, quick flashing white lights, & orange orbs in the sky over North Myrtle Beach.",
8/10/21 22:00,Savannah,GA,Triangle,1 minute,hovering triangle over highway,8/16/21
8/10/21 21:40,Tampa,FL,Diamond,5 mins,Orange diamond formation,8/16/21
8/10/21 21:30,Supply,NC,Formation,2:00,Coordinated flashing lights entered and left the sky over a span of 2+ hours. They culminated into bright orange flashing lights once.,8/16/21
8/10/21 21:00,Woodland,CA,Sphere,2 minutes,Bright orange orb hovering in the sky but also dancing around and abruptly vanishing,8/16/21
8/10/21 19:16,Tinley park,IL,,~1 minute,https://youtu.be/MpbCgoJ0aAg this has full description,9/7/21
8/10/21 14:15,Boise,ID,,,MADAR Node 111,
8/10/21 11:00,Midland,WA,Other,4:00 minutes,"It was early afternoon, We were moving.  I was sitting in a chair looking up at the sky when I noticed something moving. It was translu",8/20/21
8/10/21 10:50,Margaret (Margate)(UK/England),,Sphere,15min,The object was rotating in it self and changing shapes(round). Shining polygon.,8/16/21
8/10/21 07:15,Honolulu,HI,Diamond,At work,So at work yesterday the sky was looking beautiful and I took out my phone and proceeded to take photos of the sky and when I clocked o,8/16/21
8/10/21 01:22,Mt. Vernon,IN,,,MADAR Node 119,
8/9/21 23:13,Elizabethtown,NY,,,MADAR Node 168,
8/9/21 22:20,Hatteras Village,NC,Flash,5-10 minutes,2 bright orange flashes or explosions,8/16/21
8/9/21 18:45,Auburn,ME,Unknown,8 seconds,Straight line object of 4 small lights with a VERY bright 5th light on left side,8/16/21
8/9/21 15:45,Auburndale/Winter Haven,FL,Rectangle,15 seconds,"One rectangular object appeared to be floating, but moved rather fast into the clouds.  It was blueish and appeared somewhat like a hug",8/16/21
8/9/21 13:00,Gainesville,FL,Oval,less than a minute,Shadow of 3 aircrafts observed flying between clouds and the sun,8/16/21
8/9/21 03:40,Star Valley,AZ,,,MADAR Node 53,
8/8/21 21:30,Dallas,TX,Light,1 minute,"While bike riding I witnessed an orange stationery light that wasn't a plane, about the size of a pea at arms length, I stopped and wat",8/16/21
8/8/21 20:28,Boulder,CO,Sphere,2 min,Spikey Orb hovering. I thought it was a balloon. Came back and it was gone.,8/16/21
8/8/21 20:00,Dayton,OH,,24,In past reported there black holethen did things in space I told on but TSA security concerns June file 9th is needed 1 on earth 2018 s,8/20/21
8/8/21 14:03,Kansas City,MO,,,MADAR Node 40,
8/8/21 11:00,Austin,TX,Other,8 hours,Color changing sphere and UAP traveling from triangular ship,8/16/21
8/8/21 10:13,Syracuse,NY,,,MADAR Node 164,
8/7/21 22:33,Elizabeth,CO,,,MADAR Node 34,8/16/21
8/7/21 21:48,Fort Wayne,IN,Flash,1 second,Curved streak across the sky at unbelievable speed,8/16/21
8/7/21 21:45,Parkersburg,WV,Light,3 seconds,"While looking in the sky in the southern direction at either Jupiter or Saturn (orange star) from my position 39.292850 -81.542600, I s",8/16/21
8/7/21 21:30,Willow Spring,NC,Light,15-20 min,Strange bright light in Willow Spring NC,8/16/21
8/7/21 21:30,Orleans (Canada),ON,Disk,2 mins,Two flying objects with orange lights in a disc form flying on an angle close together,8/16/21
8/7/21 18:15,Northridge,CA,Triangle,10 minutes,Several aircraft spotted darting across the clear blue sky,8/20/21
8/6/21 20:33,Newport Beach,CA,Light,2 min.,"Mysterious light moves vertically in the night sky seen from Newport Beach, CA.",8/16/21
8/6/21 19:33,Ruidoso Downs,NM,Light,Unknown,Blue Electric Ball,9/7/21
8/6/21 15:00,Carson,WA,Circle,30 minutes,Saw round white object in sky,8/16/21
8/6/21 13:00,Whittier,CA,Diamond,10 minutes,On August 2nd I witnessed ufo 8 a.m. in the morning but couldn’t take any pictures as it was traveling northeast because I was in a mee,8/16/21
8/6/21 10:48,Carlsbad,CA,Changing,3 minutes,"Two unidentified flying objects over Carlsbad on Friday, August 6, 2021",8/16/21
8/6/21 10:30,Carlsbad,CA,Changing,5 min,We were playing tennis at the Omni La Costa resort. 8 women. It was very overcast. Foggy. All of a sudden a pulsating shape appeared ou,8/16/21
8/6/21 04:48,Tuxedo,NY,Other,10 minutes,"Five point star shape with lights at each point, when enlarged became a fireball changing colors",8/16/21
8/6/21 03:25,Frisco,CO,Rectangle,20 minutes,"Blue/Red flashing rectangular object, no sound, came and went silently, lasted about 20 minutes, height of 2 story building.",8/16/21
8/5/21 23:09,Leesburg,FL,Circle,1:13,((NUFORC Note:  Witness provides no detailed information.  PD)),8/16/21
8/5/21 22:32,Bellevue,NE,Light,25,UFO near Offutt AFB in NE.,9/7/21
8/5/21 22:00,Frisco,CO,,5 minutes,White/blue bobbing lights with no form that stops to look at us then shoots away in a flash,8/16/21
8/5/21 20:00,Dayton,OH,,24,((HOaX))  Warning don't do goddess test on roots just me and offspring from XXX ( don't laff) Check DNA as well,9/7/21
8/5/21 20:00,Dayton,OH,,24,((HOAX))Studdys for nasa need to be proficys and history and goddess test like do exodest 2;2 in bibles Then watch the breeder,9/7/21
8/5/21 20:00,Dayton,OH,,24,((HOAX))Top secret test !! Usa a patriot unmaned drone A mini gun will see the miricals test works Top secret test !,9/7/21
8/5/21 20:00,Dayton,OH,,24,((HOAX))  Medical medications I'm not supposed to and the seamen is god's ink The lithium is a garden formula.,9/7/21
8/5/21 20:00,Dayton,OH,,24,((HOAX))  Nothing I can do but as nasa finds out this stuff I'm the white power as in white light Proficy and white mouth paranormal,9/7/21
8/5/21 20:00,Dayton,OH,,24,((HOAX))  See the file registration Montgomery county sheriff's office supernatural then did you see a huge silver UFO ??,9/7/21
8/5/21 19:18,West Sayville,NY,Circle,5-6 minutes,Spinning silver object seen by two on a clear summer night.,9/7/21
8/5/21 18:37,Nanuet,NY,,,MADAR Node 180,8/16/21
8/5/21 11:26,Pine City,NY,,,MADAR Node 82,8/16/21
8/5/21 10:29,Reading Center,NY,,,MADAR Node 169,8/16/21
8/4/21 22:00,Port Townsend,WA,Triangle,3 events over 5 hours,Holographic Grid of Light Display after Seeing Craft,8/20/21
8/4/21 20:45,Falmouth,MA,Oval,1-2 minutes,"I walked out from the cottage to the porch, noticed a crazy brightness in the sky. Saw what seemed to be 2 bright stars, one much bigge",9/7/21
8/4/21 17:17,Santa Fe,NM,,,MADAR Node 78,8/16/21
8/4/21 02:08,Brick,NJ,Light,it's been every night		,it's been happening for the past year+					 &quot;there are about 1-5 orbs or so they appear to be or like another star in the sky brig,8/16/21
8/3/21 23:30,Paoli,OK,Triangle,5 minutes,"Triangle lighted object that sat motionless and silent for a several minutes over rural, central Oklahoma",8/16/21
8/3/21 23:27,Penns Grove,NJ,Triangle,30 min,I was laying in bed at night and looked out my window and saw a bright orange light. I walked up to my window and saw that it was gravi,8/16/21
8/3/21 22:00,Buckeye,AZ,Fireball,1 hour +,Sighted south of palo verde power plant in the buckeye hills area. Orange glowing balls all flying about the same hieght above grou,8/16/21
8/3/21 21:27,Staten Island New York,NY,Formation,1:43,3 craft in formation fly by the do a 180 phasing in and out of visibility I have a video.,8/16/21
8/3/21 20:50,Drummondville,QC,Sphere,15-20 seconds,"Saw 4-5 craft flew above in the sky, they were silent switch place in formation light white. From my point of view they were around 1cm",9/7/21
8/3/21 20:45,Fort Plain,NY,Circle,4 seconds,Red flaming object shot across the sky,8/16/21
8/3/21 20:30,Palmdale,CA,Other,20minutes,"Single light moving overhead in Palmdale,Ca performs a U turn then stops",8/16/21
8/3/21 05:13,Queen Creek,AZ,Changing,2 minutes,"Shape shifting ball in sky, Black ball with legs flew on neighbors roof fast and ran across roof, Shape shifting saucer or saucers",8/16/21
8/2/21 23:45,Leominster,MA,Light,10 seconds,A few hundred feet above the trees was a very large circular object with a red/orange color. The lights were pulsating. I looked three,8/16/21
8/2/21 20:47,Payson,IL,,,MADAR Node 97,8/16/21
8/2/21 20:45,Gilbert,AZ,Formation,3 Minutes,Light pattern simular to the Phoenix lights.,8/16/21
8/2/21 20:25,Ontario,CA,Disk,1 minute,"UFO disk shape seen on 8/2/2021, traveling at a fast rate, NW to E, 20:25 pm, 0ntario, California 91761, at the same time as ISS was pa",8/16/21
8/2/21 18:42,Cranston,RI,,3 minutes,"We witnessed an glowing orb, that lost altitude and Gained altitude very rapidly it also moved north and back south at will and looked",8/16/21
8/1/21 22:00,Fayetteville,AR,Flash,15 seconds,I was driving and my boyfriend and I both just happened to look at the sky and saw a large what seemed to be close in the atmosphere ab,8/16/21
8/1/21 22:00,Beverly,MA,Sphere,5 Minutes,Red/Orange Sphere/Vessel (Radiating/Eminating Shape),8/16/21
8/1/21 21:00,Watertown,NY,Disk,5min,2 Landed UFOS Surrounded By Military Footage LINK https://www.mufoncms.com/files_jeud8334j/117252_submitter_file1__8012021.mp4,8/16/21
8/1/21 20:21,Leesburg,FL,Circle,1 sec,Sitting outside with my wife watching a pretty cloud formation near sunset. The top of the cloud was really bright so I thought I would,8/16/21
8/1/21 19:45,St. Martinville,LA,Rectangle,2 minutes,"Bright white/silver rectangular object, no visible wings, moving E/NE in south central Louisiana.",8/16/21
8/1/21 16:00,Erie,PA,Changing,20 min,Fire ball like object hovering changing shapes,8/16/21
8/1/21 04:00,Greensboro,NC,Unknown,20 minutes,Close encounter/ Abduction in North Carolina bedroom.,8/16/21
8/1/21 03:25,Bethlehem,PA,Other,15 minutes,Unknown object near my home,8/16/21
Date / Time,City,State,Shape,Duration,Summary,Posted
7/31/21 21:30,Fremont,CA,Oval,30,Blue lights and sharp maneuvers.,8/16/21
7/31/21 21:15,El Dorado,CA,Light,15 min,"Unexplained lights in the sky, moving erratically and quickly right and left, up and down",8/16/21
7/31/21 20:45,Windsor,VA,Circle,Only observed for a few m,"Exceptionally big and bright star/planet-like light briefly appears in SE sky, then vanishes, as though getting shut off.",8/16/21
7/31/21 15:00,San Antonio,TX,Circle,2hrs,4 orb white balls hovering in the sky over San Antonio TX.,8/16/21
7/31/21 14:00,Carlsbad,CA,Other,4 minutes,"I was out with a group of friends during the day in Carlsbad, CA. It’s hard to describe on paper, I was siting down at a restaurant an",9/7/21
7/31/21 10:00,Manahawkin,NJ,Light,1 minute,"Sitting around a backyard campfire, we saw a bright light appear to be lower than an airplane flight path and had a much brighter/white",8/16/21
7/31/21 02:00,Eaton,OH,Triangle,5 minutes,I let my dog out just after 2 a.m and saw 2 bright blueish silver fast flashing triangular objects.  One over the other a small distanc,8/16/21
7/31/21 01:30,South Ozone Park,NY,Light,Looking at the sky,"When I was sitting outside I've seened 6 glowing orange lights coming from JFK airport in the sky,not making any sounds all six of them",8/16/21
7/30/21 20:00,Tucson,AZ,Other,20+min,"Was taking storm photos, and never saw objects, till reviewing photos I noticed a streek in the sky, not lightning, and then two green",8/16/21
7/30/21 16:00,Greenfield,MA,Cigar,2 min,"It looked like a long sliver cigar shaped cylinder flying through the air slow with the sun shining off of it, I'm still confused..",8/16/21
7/30/21 12:51,Millerton,PA,,,MADAR Node  104,8/16/21
7/29/21 23:30,Brewster,WA,Circle,ongoing,"Bright, white hot light or reflection off the sun, silent, not moving, old or circular shape.",8/16/21
7/29/21 20:15,Portland,OR,,,MADAR Node  66,8/16/21
7/29/21 16:45,Horsham (UK/England,,Sphere,15 seconds,"Daytime small glinting orbs flying in formation in Horsham, UK",8/16/21
7/28/21 23:27,Sparks,NV,Light,7.2 SEC.,BLUE LIGHT SEEN OVER SPARK NV. 7/28/21,8/16/21
7/28/21 23:13,Bakersfield,CA,Flash,2 seconds,"Bright Blue light flashed in sky, left small smoke puff. No sound.",8/16/21
7/28/21 23:00,Los Angeles,CA,Light,10 seconds,"Dense, bright blue light in a long oval shape observed and then faded into a dark cloud over Silver Lake/Glendale area of LA.",8/16/21
7/28/21 21:15,Nashville,TN,Light,30 seconds,Satellites don't change direction,8/16/21
7/28/21 10:41,Winthrop,ME,Light,10 seconds,Silent white light.,8/16/21
7/27/21 23:58,Indianapolis,IN,Fireball,2 mins,First Possible Sighting of UFO: It began to move toward me!,8/16/21
7/27/21 13:35,Las Vegas,NV,Light,5 min,"Light seems at high altitude, hovering, then proceeding northbound.",8/16/21
7/27/21 00:00,Dover,NH,Triangle,40 min,"Red dots in triangle form, stationary, then move slowly in straight line, changing to bright white light, and disappeared.",8/16/21
7/27/21 00:00,Dover,NH,Triangle,20 minutes,"Saw triangle dotted reddish lights from my bedroom window, which began to slowly move and change to bright light, then disappeared.",8/16/21
7/26/21 22:00,Beaumont,KS,Light,15 seconds,Yellowish lights and a string of lights near Beaumont Kansas,8/16/21
7/26/21 19:30,Phoenixville,PA,Cylinder,1 minute,Tic tac crafts passing each other as on two-lane highway in blue sky with puffy clouds.,8/16/21
7/26/21 06:46,Windham,OH,,,MADAR Node  55,8/16/21
7/25/21 14:00,San Diego,CA,Cylinder,3 minutes,"A white cylinder, silent, not moving, then poof...gone.",8/16/21
7/25/21 05:40,St. Thomas (Canada),ON,Light,5 - 10 seconds,Fast moving bright white object.,8/16/21
7/25/21 03:47,Los Altos,CA,,,MADAR Node  52,8/16/21
7/25/21 00:02,Norton,MA,,15 - 20 mins,Bright Light Southeastern MA,8/16/21
7/24/21 22:50,Vacaville,,Cigar,2 mins,While driving my son noticed a black cigar shaped object above/over over the moon - i pulled over and we watched it move slowly from to,8/16/21
7/24/21 16:55,Bothell,WA,Unknown,20 sec,Shiny object moving quickly across the sky N-S Mill Creek / N Bothell WA,8/16/21
7/24/21 16:50,Brentwood,NH,Disk,Unsure,Some kind of aircraft with an oval of light to accompany it.,8/16/21
